115145,12735
822,7087
244296,4824
321697,4587
236398,4172
132047,3597
535871,3302
379693,3261
298575,3164
22656,2875
1676363,2831
501696,2810
180538,2595
2016562,2589
231078,2533
114066,2449
234938,2447
180784,2307
228109,2271
210719,2271
653856,2260
493939,2241
675383,2190
370305,2164
1202025,2093
101361,2045
59058,2035
457982,2008
82156,1991
2985303,1984
1253844,1940
51321,1894
1333975,1876
250260,1862
69802,1853
76835,1826
769265,1814
294248,1807
1069068,1803
276052,1801
844882,1797
550966,1775
413127,1771
60261,1755
272824,1744
133802,1739
726863,1735
3171,1687
398309,1651
873875,1636
474997,1627
98401,1624
235945,1608
139010,1597
786718,1594
488241,1591
218473,1573
385478,1571
1029225,1566
971684,1556
243782,1540
102703,1523
45668,1514
610940,1504
246461,1500
603744,1476
236465,1447
878126,1434
28557,1433
263521,1417
267269,1407
1221571,1401
342605,1400
463721,1397
384483,1393
13070,1343
492694,1336
597657,1323
166712,1321
1950649,1311
709635,1311
464988,1310
254048,1309
1722818,1307
907695,1306
440602,1299
345717,1287
15187,1287
3681880,1285
420015,1284
34516,1276
179850,1274
1741671,1255
235654,1253
127013,1247
82559,1243
139985,1232
1267661,1230
154306,1227
950427,1217
