29407,5371
22656,4506
284240,3173
23354,2735
34397,2230
1583,2200
69083,1652
159270,1531
13302,1402
163227,1317
413501,1304
399037,1235
961113,1227
3043,1109
13087,1086
56829,1072
84651,1050
63756,1016
12950,997
17516,984
1298762,975
263693,967
314488,961
328193,899
492405,894
810,894
231716,886
76337,870
751090,851
264697,844
23283,840
185196,808
19635,797
61164,785
60682,780
296861,776
1197518,773
34211,766
97010,760
245860,749
392,737
34208,735
5445,735
67,732
298053,727
345490,726
248827,700
33708,696
728795,692
60,691
55847,688
270591,679
13249,669
239819,667
1833612,666
26226,651
941240,648
87698,647
8707,647
1831,640
28004,638
321946,619
2424,615
105929,608
59641,606
40521,603
13627,603
87015,590
21574,587
93623,582
2525,581
464709,577
447156,571
1184056,552
419,549
329769,547
5017,544
59111,532
6461,530
60761,525
7714,524
33051,520
1942,520
1459890,519
7147,519
16587,518
993547,517
1678148,514
16340,507
151960,503
120955,501
61974,501
142822,495
82586,495
440502,492
23528,486
118703,483
370103,482
86860,479
2363,478
