18936,5686
50476,5307
20670,5188
548225,3441
61974,2745
3880,2423
53114,2400
210931,2297
20938,2293
14860,2064
256196,1927
471272,1899
7586,1770
626273,1724
18771,1709
227665,1642
15625,1641
589924,1623
22656,1614
2206004,1591
34397,1569
5445,1556
276101,1539
192510,1527
2255089,1516
18393,1442
100297,1432
3832970,1424
836432,1384
3297613,1374
372239,1341
1400768,1295
2225682,1259
433790,1210
36272,1207
1679863,1173
335858,1172
157247,1163
505154,1157
87015,1126
218196,1082
1393766,1056
123109,1046
622310,1042
148870,1034
164835,1032
73070,1021
1715579,984
106224,984
1578604,962
165297,936
25066,935
22364,903
92313,901
224671,886
63557,885
31671,879
7581,868
507674,866
20862,850
69083,840
978917,824
263525,794
9021,794
15168,791
7552,791
3679490,780
1491895,770
20394,770
107152,763
989121,759
725418,759
1633117,754
6309,746
1030675,738
345031,729
9360,724
17389,718
276052,686
454533,677
1968,677
893,674
771848,663
479863,657
68587,649
100754,646
557597,643
90848,641
89771,640
50079,631
787016,630
3732271,622
1983854,621
1745001,617
7898,616
190597,607
367273,602
707111,597
17160,595
1583,594
