106224,8871
19068,8500
18936,7821
157882,4537
157247,3835
82548,3287
616443,2938
6967,2926
29407,2923
1317805,2808
1084437,2785
34397,2771
187606,2748
94197,2697
69083,2666
98068,2639
9360,2594
405015,2448
31671,2420
42585,2416
2210457,2320
816620,2310
210931,2297
9021,2275
1542290,2231
6521,2203
17516,2173
1725764,2160
507674,2137
121493,2094
13249,2058
24587,2034
54680,2033
114251,1990
2680216,1950
53114,1883
659025,1872
965051,1869
567751,1865
519413,1864
50079,1812
96100,1808
295800,1784
182668,1770
398242,1760
425275,1758
383904,1743
128165,1720
1811992,1711
34211,1706
703717,1693
263525,1654
70393,1634
352765,1626
923315,1625
171056,1621
157,1597
2606013,1586
24181,1581
405017,1560
4830,1544
18393,1538
14104,1538
192510,1531
5445,1515
497418,1504
1583,1486
473598,1414
382736,1406
250259,1358
1529630,1355
1950,1345
811,1341
16417,1313
133802,1304
12950,1267
218196,1266
8954,1262
139459,1256
369707,1254
20578,1237
848164,1235
476,1232
462627,1222
87015,1222
9897,1203
468793,1202
160173,1200
139010,1193
949476,1180
1098851,1178
1968,1170
2802040,1141
353802,1128
1491895,1114
27862,1105
24054,1098
145190,1092
1009603,1089
118068,1064
