922184,28148
34509,10050
596781,8156
179910,8151
151292,7220
560648,7166
576911,7107
168288,7018
36565,6809
13005,6598
415784,6556
1968,6533
147192,6483
661519,6361
204847,6282
87234,6112
103167,6072
335858,5982
734069,5925
1708801,5664
46642,5625
187690,5338
14065,5302
33213,5263
893,5241
14860,5105
88656,5060
12711,4962
19563,4927
1774667,4817
17034,4582
673730,4544
464581,4505
85371,4505
123111,4458
440558,4357
1782465,4300
981959,4126
5987,4092
505088,4068
452307,4014
252000,3998
649665,3933
129570,3778
440119,3771
298661,3733
140719,3590
500104,3574
224671,3509
1011995,3459
2756719,3376
23283,3376
28169,3246
241631,3145
251738,3144
501557,3135
150634,3095
9530,3068
365496,3064
134633,3013
153285,2997
214671,2988
410767,2978
15168,2958
15416,2908
743382,2877
2069064,2860
567292,2852
166749,2783
253056,2767
1898,2722
2684539,2711
1033896,2628
165520,2560
57428,2545
65863,2526
1919155,2497
721269,2486
14089,2475
367273,2451
469935,2433
813,2414
13430,2409
827263,2398
819272,2392
1120273,2384
597607,2379
241536,2352
20984,2341
3647361,2205
4086,2199
1413395,2172
1932150,2161
481267,2157
962089,2153
2380830,2144
947836,2133
768469,2101
841108,2092
866732,2054
