22656,28487
88656,25165
17034,13451
23354,11705
29407,10175
34397,9774
23283,9584
263693,8228
65358,7731
335858,7035
284240,6173
69083,6082
1583,5957
60761,5477
98713,5374
76217,5119
13302,4760
61974,4723
45914,4647
1159478,4436
84651,4346
33708,4343
55847,4238
267,4058
1968,3994
13627,3877
961113,3854
152602,3704
1197518,3621
50079,3583
3043,3570
505088,3539
413501,3536
264697,3536
122718,3489
76337,3438
41071,3399
470005,3308
11830,3251
270591,3206
126014,3188
13552,3179
1081897,3168
93623,3167
15861,3126
80274,3115
13087,3090
12950,3059
87698,3049
366904,3045
34211,2999
412770,2986
414076,2964
67,2951
615,2949
447156,2876
59303,2858
329769,2843
73070,2810
15498,2810
12597,2784
106224,2767
445517,2716
572644,2709
1163867,2677
14357,2576
82187,2561
541686,2493
59111,2476
16076,2450
885318,2426
266143,2413
219661,2403
38206,2368
23528,2364
120955,2339
1715579,2333
477420,2318
993547,2311
56778,2299
5445,2295
1870803,2280
103167,2276
85785,2243
15541,2223
259769,2214
302677,2210
932418,2208
1053,2171
24874,2165
98607,2160
189950,2145
40347,2133
743382,2119
314488,2100
91671,2093
7595,2069
1228,2066
33518,2015
872395,2005
