259038,10428
215945,8662
1418796,6583
192810,3278
1397051,3055
135786,2718
1095616,2667
1679310,2190
1207991,2136
825780,1932
2887841,1782
218592,1741
949476,1676
62082,1613
1102215,1569
1238847,1549
457375,1410
1014979,1402
361151,1384
531342,1353
1175966,1337
781707,1335
1875004,1323
388834,1318
1057639,1307
114251,1272
2435473,1252
1218080,1241
1631379,1237
1435655,1215
67756,1214
2865170,1205
571407,1199
1957251,1137
493075,1109
515005,1067
1009603,1047
527968,1042
2057033,1035
2764255,963
651480,961
1686485,956
1130266,938
697154,932
2614013,918
1373822,893
179138,884
3661630,874
973651,860
771848,836
688293,835
256270,828
687677,819
1429106,814
1900720,797
1348195,766
64750,751
1794563,738
367949,737
304319,736
825568,726
197606,703
968155,694
1319998,683
758177,681
3450034,668
813142,668
699294,663
667767,663
1929573,661
736482,656
1349152,655
287070,643
987185,642
179024,639
1867084,632
1123275,620
1843005,610
1378453,596
63011,594
1206613,579
1141370,573
2341938,569
506405,566
1413538,560
1097958,560
274673,548
864236,536
17815,532
641428,529
217408,529
390330,526
90312,525
181150,521
1300302,519
317180,517
454252,511
295797,509
2738023,507
1050784,507
