217288,4466
1259510,4046
266795,3396
201952,2731
419970,2249
1348195,2057
893780,2018
1190688,1768
785065,1585
157247,1557
422263,1543
218196,1478
407731,1464
130638,1448
15031,1409
11926,1404
13816,1389
375394,1356
62082,1318
568109,1309
6782,1277
617839,1275
1048572,1250
816620,1221
112196,1113
2083599,1094
2050455,1083
254415,1056
1380918,1010
555899,1010
573221,970
362536,956
108359,953
477157,951
174527,935
620181,926
295262,909
21677,885
742496,874
705115,868
1247659,865
467019,842
24874,840
1744579,833
1814045,806
774086,788
145185,782
1333873,780
170224,780
1906307,762
539686,761
8331,737
895245,736
365261,730
1202461,716
645551,701
1305696,700
66629,699
1935918,683
995876,681
66226,667
2615209,666
575527,655
244128,653
458093,646
420707,644
633183,643
511300,627
491845,627
135180,626
1258398,625
33522,625
406458,613
1328276,611
298233,611
704703,596
183835,577
2313887,573
471341,557
352493,554
1349334,549
19068,547
345484,538
486547,523
1250873,518
262972,511
716118,508
1480391,507
635981,506
1903116,503
145117,502
209729,499
674374,490
892490,484
157629,476
26112,473
53529,467
1571073,463
1431296,461
167735,461
