20860,2865
16030,2154
264,1893
929902,1851
18393,1757
1144035,1648
135152,1406
13302,1316
19068,1275
61974,1163
22656,1124
939860,1057
55159,1050
15828,998
330315,952
27535,942
398670,939
244,928
10397,918
1723893,887
73226,849
351909,827
9034,799
491243,725
1583,723
146325,664
18747,651
105929,646
742249,641
70604,640
271959,628
50552,609
1414,609
37213,606
15754,599
562459,597
533120,596
94629,590
359878,588
118068,571
382763,570
61305,547
341251,545
107744,542
413501,536
15168,515
23354,512
6461,512
277222,499
191708,496
16076,493
1280410,490
227313,490
29430,489
575376,474
102937,471
222908,468
14860,466
267,465
15401,458
157882,457
256196,456
118,448
39430,446
816374,441
15537,432
10661,430
3560,427
11654,426
52201,423
484814,421
71489,420
858727,417
444761,402
19937,401
4196,401
344949,392
2590,392
426671,391
35500,391
115145,387
2648,386
626692,385
571407,383
623041,380
4337,368
1349334,366
541091,365
250259,359
285587,358
118240,354
12707,354
573261,353
16417,353
1197518,351
148314,349
1582392,348
85134,347
477878,345
186541,344
