53114,7925
29407,3098
59501,2799
233648,2734
74496,2558
27580,2422
27862,2262
94197,2239
19068,2087
218196,2082
157247,1998
100297,1922
5445,1918
342852,1914
25330,1479
163227,1402
66617,1278
10263,1170
157882,1166
54187,1132
240733,1121
191463,1055
287145,1028
35070,996
217076,933
34397,931
1927876,910
932418,861
750987,852
254617,802
878969,796
327934,792
438154,715
315935,707
20862,703
22656,700
87015,695
50079,689
8815,680
172588,675
60,672
44084,653
263525,648
48015,634
206403,625
272342,621
16417,593
218340,583
680925,579
524427,568
89771,561
7376,547
965051,532
182668,529
751090,515
13249,515
255849,514
138475,513
849004,510
139010,509
23354,499
1491895,488
607407,476
118068,474
1048572,473
26112,469
7412,469
3744182,468
963674,462
228852,457
24874,451
476,451
114251,449
1709992,448
179034,448
113716,448
11829,448
577334,431
18936,431
195596,430
464744,428
104349,428
383861,424
444991,423
2975,416
40521,410
186093,405
128035,393
771848,389
54538,383
12707,382
298479,381
248756,381
266795,380
69083,378
966023,377
467019,377
302916,376
405143,375
85785,374
