13302,6738
73226,6053
1109,5750
939860,5271
27535,4796
135152,4226
330315,4124
20860,4049
1144035,3914
55159,3701
10397,3527
40655,3327
50552,3263
426671,3184
105929,3098
61974,2948
61305,2885
15498,2660
575376,2545
69083,2327
314488,2304
16030,2154
569436,2106
22656,2100
39430,2070
23354,2056
491243,2051
146325,2002
479863,1971
284240,1969
266304,1962
1583,1900
929902,1857
398670,1854
3043,1824
18747,1804
519216,1767
740,1765
335858,1746
9034,1742
16076,1716
1196,1656
15168,1655
344949,1654
222908,1630
256196,1616
267,1572
541091,1563
341251,1550
53341,1546
118068,1533
570191,1480
135531,1439
1048425,1431
18255,1354
6819,1333
521799,1322
2422776,1303
797,1254
77335,1220
119634,1214
119477,1212
135566,1201
397952,1165
65223,1165
144424,1145
5696608,1137
52598,1135
14860,1130
146270,1127
246342,1117
285587,1115
722783,1109
458741,1107
32632,1084
6568,1082
55847,1076
250259,1075
70604,1054
297408,1040
562459,1039
1041948,1038
1862,1029
623041,1014
15828,998
2522554,993
226897,988
2688,982
82187,971
7806,969
107744,963
215752,962
14902,962
470854,941
1197518,940
131874,933
244,928
215568,925
251311,915
7491,909
