22656,6226
157247,6117
5445,3466
3571,2820
22850,2770
335858,2664
12950,2290
34397,2278
218196,2251
296,2202
149392,2193
113570,2164
69083,2133
476,2094
2214,2091
23501,2028
1968,1880
23354,1716
11354,1706
53114,1642
57695,1606
989121,1590
203907,1566
137902,1550
43089,1544
69755,1510
33708,1503
229044,1436
208809,1432
1187415,1429
118437,1397
106224,1338
44523,1299
501557,1287
23283,1248
946312,1233
2455888,1211
50079,1209
139459,1167
8279,1165
46460,1161
190597,1149
129570,1133
314166,1131
324584,1129
597657,1125
29407,1122
34509,1096
227665,1095
134554,1093
187690,1087
440558,1085
1221571,1068
3293881,1062
1491895,1061
131023,1056
182668,1044
1338292,1008
1775,978
6260,969
263525,963
2586922,958
24181,945
88656,931
15168,931
816620,925
206403,902
68587,900
61974,900
479863,896
367273,885
41983,884
26428,876
92932,869
139985,865
2173917,864
65358,864
250259,859
151292,854
96100,848
244128,839
39843,839
596781,836
119081,834
14860,834
9021,833
383609,828
2877241,826
17964,824
1088,824
505088,823
1679863,809
100658,805
40214,790
28169,789
187606,785
827263,783
31671,783
43452,779
256970,776
