19679,4749
115730,3881
137350,2888
77567,2601
6330,2520
97337,2186
25646,2060
104790,1927
582,1899
1693173,1813
224671,1762
116862,1738
30618,1710
457406,1665
6694,1613
104200,1601
852828,1529
440168,1463
2998,1415
17279,1397
467105,1390
842,1388
106224,1381
50742,1337
1271826,1326
341750,1320
1603072,1312
1187415,1297
74118,1220
341994,1207
427332,1172
491980,1147
1280373,1111
2140,1091
87158,1071
49658,1055
13000,1055
76559,1054
309925,1031
132867,1010
296387,1009
643383,1006
981049,1003
257550,979
400056,975
22927,955
846273,935
123914,933
28422,927
634419,926
95397,913
151792,911
220819,882
412916,880
671858,878
550177,878
291788,868
169346,868
68814,863
34218,856
716216,839
30461,829
73297,822
197143,821
335858,820
294949,807
33686,797
10673,796
246310,794
573626,793
41116,789
265530,783
9530,776
418715,766
877465,758
456851,751
69634,736
105431,734
7277,733
71509,723
19410,720
10320,718
696134,717
35136,716
483349,712
191596,711
616094,709
92854,708
165059,699
1175,699
292166,684
199017,679
165737,675
492624,671
451475,671
69749,671
190807,664
100478,664
263871,663
165668,660
