143305,8876
271616,5892
324364,5875
1855677,5496
980833,5492
190277,5261
602276,4948
429846,4860
1270695,4449
516548,4406
16632,4049
559784,3569
428790,3558
1412059,3444
134830,3409
3732271,3111
211116,2982
163053,2944
314020,2882
3001626,2658
1201032,2642
496803,2478
1857266,2415
471093,2408
172261,2375
269476,2359
1838509,2350
403310,2333
1000343,2332
168747,2310
415635,2295
1003565,2209
547331,2157
1385941,2142
636656,2124
322912,2100
1627235,2072
1033808,1973
3063910,1964
235349,1962
430909,1919
967840,1783
892313,1748
1315767,1734
2372064,1714
1036500,1642
817778,1632
203420,1559
903061,1540
210673,1537
1191259,1526
662787,1509
3521006,1481
559676,1428
567015,1378
37751,1364
1457051,1352
1478381,1331
433829,1331
2204410,1302
1290634,1292
3093387,1286
496488,1239
1851712,1226
2725969,1178
712603,1165
474349,1140
2338862,1095
143319,1089
1129973,1081
321622,1060
1320535,1059
457898,1059
906490,1050
355270,1036
564164,1015
1492421,1008
176923,1008
170792,967
160314,961
2985007,929
1690692,910
249691,906
1327739,905
419994,897
158065,883
884372,861
1178053,822
1086688,817
499163,813
1451109,780
415690,767
1968,763
2994949,755
489704,750
316644,746
142651,732
144157,723
4130044,719
592920,719
