22656,4707
36305,3238
383861,2600
23354,2573
415448,2102
252228,1862
13302,1613
18771,1566
14419,1299
290085,1277
7585,1095
3016153,1066
29407,1057
317052,1046
592139,1014
32899,976
906287,878
1583,870
569436,858
115145,840
21275,830
18936,807
165495,753
21234,747
787016,722
304,712
19068,694
19403,680
2998271,673
154152,624
208809,620
470005,613
74311,589
100297,582
134754,559
932418,548
76337,541
465183,539
4668,527
367456,523
34397,520
329769,513
6292,512
303810,510
95810,489
243782,488
1022459,483
180538,478
886533,466
96100,457
40347,450
1196,450
23562,441
135978,433
157882,424
1033324,418
420851,418
771848,411
114066,411
1945651,406
52443,405
1987598,400
423105,398
18157,395
3171,393
67392,390
1477421,386
61974,382
76217,380
60761,379
34211,371
203907,360
571407,357
98713,355
2265374,354
48082,352
695343,350
46919,347
13018,347
17516,343
98401,341
407651,339
1463,335
11095,332
493939,331
3566,330
292,329
190597,328
53013,326
1427018,319
218196,319
142822,317
405017,315
23704,312
71059,310
204042,306
6509,303
622310,299
291058,296
833647,295
