350087,3442
479863,3415
15245,3207
123527,2845
424300,2610
87189,1969
2988,1891
163203,1869
363881,1833
928098,1677
1064226,1648
17410,1518
229044,1453
216513,1422
631619,1402
20816,1361
1450,1336
177420,1300
128421,1300
167614,1259
298624,1253
149392,1244
84631,1234
125816,1206
497756,1164
1279683,1120
155585,1100
271475,1089
98038,1077
2767755,1058
351909,1016
976775,1010
1160916,1006
66945,981
63034,972
382818,923
135665,917
12349,914
312586,908
211563,898
1012097,893
405017,831
93884,825
29262,819
24195,812
50742,799
214790,796
2453699,793
278984,793
179125,789
242493,786
93252,783
14971,783
44537,777
2483313,758
203130,745
285289,744
35501,735
120518,727
383888,726
2336231,724
477037,716
26123,715
314166,711
82592,710
346693,703
17174,695
62082,694
26051,688
958393,683
511558,683
438992,675
255288,672
23323,671
4353,669
939860,665
220147,656
966023,654
175981,648
9465,648
226958,647
2774,647
1141839,643
1190,640
1143732,637
427733,632
107415,630
235600,629
748259,628
188031,623
157237,622
1128103,619
13989,617
188638,616
820254,610
202875,603
155328,600
1249,598
117298,594
218340,592
